N,P,K,temperature,humidity,ph,rainfall,label
11,14,5,11.50322938,94.8933184,6.946354724,115.5683776,orange
9,8,15,14.34320488,94.35734702,7.994465371,110.2223123,orange
5,18,14,33.1056981,93.48447453,7.434118807,119.1709113,orange
29,25,14,30.49183837,90.4582865,7.781988584,113.3302105,orange
33,12,15,30.25578031,92.03272799,6.052318465,116.7173125,orange
8,16,6,12.22816189,90.26457428,7.106650373,108.4161706,orange
15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,orange
16,7,8,22.79196751,90.60901895,6.420457311,116.5084074,orange
0,12,7,20.18432263,90.65458473,6.969249676,116.8130969,orange
5,25,6,30.72119881,94.01331956,6.011302181,106.8118019,orange
6,8,11,24.35590861,92.39651663,6.600948788,119.6946577,orange
10,5,5,21.21306973,91.35349216,7.817846496,112.9834361,orange
1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,orange
1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,orange
0,23,15,22.56664172,93.37488907,7.598729065,109.8585753,orange
24,27,9,18.86883219,93.24688124,6.157135092,119.3936976,orange
36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,orange
40,21,8,34.90665289,92.87820148,7.418761774,102.1906333,orange
40,22,6,24.53610067,91.90997228,6.488221135,115.9787989,orange
18,30,29,26.7627493,92.86056895,6.420018717,224.5903664,coconut
37,23,28,25.61294367,94.3138837,5.740054567,224.3206759,coconut
13,28,33,28.130115,95.64807631,5.686972967,151.0761899,coconut
2,21,35,25.02887163,91.53720922,6.293662363,179.8248944,coconut
10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,coconut
7,11,32,29.25902906,95.11294697,5.542169139,184.7624496,coconut
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,coconut
34,6,27,25.84726298,90.92669463,5.860740481,147.8888994,coconut
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,coconut
25,7,35,28.38503882,99.18843684,5.55771171,189.6711349,coconut
16,18,26,28.43647052,91.81320717,5.568365926,145.5414413,coconut
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,coconut
27,8,32,27.00648436,96.46168931,5.627860549,144.3331315,coconut
37,18,30,27.63551259,99.34854917,6.38488418,157.9171537,coconut
19,15,34,26.29644905,99.65809151,5.685889066,215.9195049,coconut
0,19,33,27.1326009,95.23797989,6.234458417,204.7206567,coconut
31,20,26,25.56567803,97.61361544,6.443168642,199.7936345,coconut
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,coconut
22,11,29,28.03380598,95.01630593,5.955742971,218.0055713,coconut
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,coconut
34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,coconut
24,6,32,28.11321494,90.01734526,6.387067562,172.4813641,coconut
1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,coconut
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,coconut
10,9,28,29.01256899,94.01014388,6.282955073,150.0500312,coconut
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,coconut
38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,coconut
11,6,25,28.69164799,96.65248672,6.081568052,178.9635457,coconut
16,14,30,29.70931288,96.30484325,6.37466756,209.8453993,coconut
33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,coconut
16,6,29,29.28725038,91.95614918,5.868285082,132.1491176,coconut
32,11,31,25.06871967,93.31410447,6.205931638,134.8419069,coconut
38,14,30,26.92449525,91.20106019,5.570745386,194.9022136,coconut
8,6,33,28.27804288,93.64761266,6.095261013,171.9457959,coconut
23,6,33,29.18032562,92.73041222,6.025789594,204.9603677,coconut
29,25,35,28.3575072,91.64509299,5.542873799,160.7306991,coconut
24,14,33,29.38072512,93.27565685,6.366219551,218.5241851,coconut
32,12,30,25.39241091,98.08951196,5.579845008,218.080385,coconut
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,coconut
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,coconut
27,22,29,28.83214859,92.17170353,6.000248647,145.4172387,coconut
40,5,29,28.48444906,97.76865458,5.820978791,160.389421,coconut
17,11,32,28.74013335,93.39676499,5.620733794,156.7650823,coconut
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,coconut
28,10,30,29.8690834,91.14723422,6.305740522,192.7678575,coconut
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,coconut
32,20,35,26.52166434,98.38227669,5.588655387,144.6261698,coconut
7,15,32,25.03512351,95.89739958,6.182232762,174.796583,coconut
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,coconut
34,15,34,27.05826457,91.10510371,5.677282678,224.7006953,coconut
14,23,25,26.18552389,96.96637916,5.612122797,135.4186222,coconut
18,19,29,27.59376845,92.48519606,6.206077742,162.8432736,coconut
7,21,35,25.76011662,94.65830608,5.764812076,131.2451414,coconut
24,27,34,28.87862994,95.11320315,6.203376525,145.0583117,coconut
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,coconut
29,8,28,26.87037587,91.72546257,6.100429497,214.4128874,coconut
10,24,27,27.57283516,94.90485697,5.708409601,145.9298935,coconut
0,29,32,28.05912437,98.3670985,5.868255858,171.6516396,coconut
133,47,24,24.40228894,79.19732001,7.231324765,90.8022356,cotton
136,36,20,23.09595631,84.86275707,6.925412377,71.29581071,cotton
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,cotton
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,cotton
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,cotton
126,50,19,24.69457084,81.7358876,6.628722836,78.58494391,cotton
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,cotton
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,cotton
121,47,16,23.60564038,79.29573149,7.723240151,72.49800885,cotton
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,cotton
107,45,25,23.0865933,83.55546146,7.227745516,71.84080724,cotton
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,cotton
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,cotton
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,cotton
111,40,25,24.484692,84.44932014,6.187455799,90.94342484,cotton
131,35,18,24.49112609,82.24415809,7.057693366,64.02949379,cotton
135,43,16,23.47986888,81.73049149,6.720449769,86.76287924,cotton
100,46,18,24.18586246,76.04203958,6.431689506,69.08056728,cotton
123,39,24,25.00755095,78.17952126,7.453106264,86.06411872,cotton
117,56,15,25.99237426,77.0543546,7.368258226,89.1188212,cotton
121,36,24,23.66457347,81.69105088,7.352401887,99.36898373,cotton
101,58,18,25.66891439,81.38103349,6.652143699,78.59595817,cotton
107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,cotton
100,41,22,22.4204752,84.55794703,7.318802162,93.46595573,cotton
125,39,21,25.03149561,82.21276599,7.954629324,95.0191318,cotton
105,60,23,23.53371386,77.21705554,6.207652157,87.54004943,cotton
102,46,19,22.77076388,82.5993307,6.631005298,81.49543437,cotton
131,49,22,25.49848236,79.9751579,7.306918817,67.05961949,cotton
139,35,15,25.248679,83.4630147,5.898293044,86.55517751,cotton
108,36,19,22.78249615,77.51235009,7.238566893,64.61444234,cotton
118,45,23,23.37044424,77.43198948,7.977651226,71.67870701,cotton
89,47,38,25.52468965,72.24850829,6.002524871,151.8869972,jute
60,37,39,26.59104992,82.94164078,6.033485257,161.2469997,jute
63,41,45,25.29781791,86.8870535,7.121933579,196.6249511,jute
86,40,39,25.72100868,88.16513579,6.207459637,175.6086697,jute
96,41,40,23.58419277,72.00460848,6.090060478,190.4242157,jute
100,35,36,25.31042337,72.01364411,6.346715209,190.5577618,jute
63,37,43,23.41798979,85.08640476,6.661957897,185.7446728,jute
70,43,40,24.35564134,88.80391021,6.176860192,169.1168028,jute
67,55,44,26.284017,75.14640198,7.251847296,182.2685447,jute
74,40,40,25.13842773,83.12053888,6.386259978,169.3388465,jute
89,53,44,24.88692811,71.91711523,7.319735475,150.2498675,jute
74,46,45,25.75734909,88.36668522,6.025028997,189.4263485,jute
89,41,38,23.12844351,74.68322732,6.344751947,199.8362913,jute
60,55,40,24.9949957,88.95692783,7.02777956,151.4935635,jute
67,43,38,25.21622704,70.88259632,7.299304715,195.8645552,jute
70,38,35,24.39736241,79.26861738,7.014063944,164.2697011,jute
74,49,38,23.31410442,71.4509053,7.488014404,164.4970373,jute
90,40,39,25.72668885,81.86171563,6.626503893,191.9649389,jute
82,35,44,26.96656378,78.21047693,6.239011,169.8391177,jute
73,45,37,23.70467146,74.63745355,6.742688094,181.2783964,jute
85,53,38,24.90075709,73.84186449,6.588017308,153.8990984,jute
81,56,36,23.39605743,72.60512854,7.097586415,174.7876411,jute
84,55,38,26.8748389,79.78725152,6.956682743,173.1017097,jute
80,45,42,23.1426498,74.99739774,7.380396262,151.9035477,jute
91,21,26,26.33377983,57.36469955,7.261313694,191.6549412,coffee
107,21,26,26.45288458,55.32222678,7.235070264,144.6861336,coffee
83,38,35,25.70822684,52.88667115,7.18915558,136.7325092,coffee
108,24,31,24.12832546,56.18107663,6.431899748,147.2757818,coffee
116,28,34,23.44372334,60.39523266,6.42321105,122.2103248,coffee
116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,coffee
109,31,27,23.05951896,50.40609436,6.973839707,164.4971875,coffee
89,25,34,23.07895447,63.65861483,7.184801627,129.8765443,coffee
118,18,32,27.6496114,51.11044023,6.351823783,122.8392822,coffee
111,32,34,25.46743689,69.35161206,6.392048018,171.3764462,coffee
84,36,28,26.7350622,55.55164819,6.119892347,140.6305213,coffee
85,33,25,26.20811417,52.50987966,6.910823945,189.0944824,coffee
99,15,27,27.0424167,57.27927475,6.501157208,165.6872119,coffee
81,30,31,24.65090184,51.93952357,7.027585559,135.1386537,coffee
95,39,29,27.35152643,55.99375012,7.13411409,148.9812525,coffee
81,34,30,25.17787724,62.26244581,6.647765997,135.0119649,coffee
80,15,28,23.11438731,68.00096043,6.703270635,161.8944624,coffee
104,20,26,27.22783677,52.95261751,7.493191968,175.7260273,coffee
109,29,28,23.26316991,60.5160021,6.724688503,194.1755471,coffee
100,32,26,25.234661,57.53161469,6.043485685,124.2261737,coffee
100,24,28,25.59535262,57.72920846,7.101661011,195.7733251,coffee
83,21,28,25.5674832,60.49244602,7.466900683,190.2257843,coffee
120,23,28,25.67324193,51.29043632,6.877799264,196.2736367,coffee
104,26,30,24.40726724,62.65692638,6.410992833,148.6977358,coffee
108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,coffee
91,25,26,24.53460016,66.99765375,7.482414225,180.5059257,coffee
86,26,27,27.13140403,52.89368299,6.081172981,192.4280381,coffee
98,18,27,27.56088634,68.49299897,6.516312148,167.4358075,coffee
111,27,31,23.59302313,55.27564977,6.043330951,191.3980675,coffee
84,39,35,23.17714381,52.13864034,6.959404135,117.3113562,coffee
